 ab inito points for HO2 Data: 2007/3/17. modifie le 29oct2007: th = 0.0, 180.0   
   n1 n2  n3    r(OH)       th(OOH)      r(OO)      V(MRCI) 
  14  18  12    3.200000  170.000000    2.700000  -150.61694690
  14  18  13    3.200000  170.000000    2.800000  -150.60361177
  14  18  14    3.200000  170.000000    3.000000  -150.57699355
  14  18  15    3.200000  170.000000    3.250000  -150.54818335
  14  18  16    3.200000  170.000000    3.500000  -150.53421679
  14  18  17    3.200000  170.000000    3.800000  -150.53279107
  14  18  18    3.200000  170.000000    4.200000  -150.53497943
  14  18  19    3.200000  170.000000    4.800000  -150.53670787
  14  18  20    3.200000  170.000000    5.500000  -150.53712074
  14  18  21    3.200000  170.000000    6.500000  -150.53688079
  14  18  22    3.200000  170.000000    7.300000  -150.53670801
  14  18  23    3.200000  170.000000    8.000000  -150.53661724
  14  18  24    3.200000  170.000000    8.800000  -150.53655489
  14  18  25    3.200000  170.000000    9.500000  -150.53652160
  14  18  26    3.200000  170.000000   11.000000  -150.53648361
  14  18  27    3.200000  170.000000   12.500000  -150.53646571
  14  18  28    3.200000  170.000000   14.000000  -150.53644248
  14  18  29    3.200000  170.000000   16.000000  -150.53651504
  14  18  30    3.200000  170.000000   20.000000  -150.53643038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  14  19   1    3.200000  180.000000    1.400000  -149.49853830
  14  19   2    3.200000  180.000000    1.650000  -150.25973654
  14  19   3    3.200000  180.000000    1.900000  -150.55115739
  14  19   4    3.200000  180.000000    2.100000  -150.63184572
  14  19   5    3.200000  180.000000    2.200000  -150.64611464
  14  19   6    3.200000  180.000000    2.250000  -150.64908436
  14  19   7    3.200000  180.000000    2.300000  -150.64991408
  14  19   8    3.200000  180.000000    2.400000  -150.64663848
  14  19   9    3.200000  180.000000    2.500000  -150.63870994
  14  19  10    3.200000  180.000000    2.550000  -150.63356139
  14  19  11    3.200000  180.000000    2.600000  -150.62785163
  14  19  12    3.200000  180.000000    2.700000  -150.61528973
  14  19  13    3.200000  180.000000    2.800000  -150.60190784
  14  19  14    3.200000  180.000000    3.000000  -150.57517178
  14  19  15    3.200000  180.000000    3.250000  -150.54657941
  14  19  16    3.200000  180.000000    3.500000  -150.53212943
  14  19  17    3.200000  180.000000    3.800000  -150.53180508
  14  19  18    3.200000  180.000000    4.200000  -150.53463610
  14  19  19    3.200000  180.000000    4.800000  -150.53680726
  14  19  20    3.200000  180.000000    5.500000  -150.53717843
  14  19  21    3.200000  180.000000    6.500000  -150.53662140
  14  19  22    3.200000  180.000000    7.300000  -150.53656182
  14  19  23    3.200000  180.000000    8.000000  -150.53651754
  14  19  24    3.200000  180.000000    8.800000  -150.53646971
  14  19  25    3.200000  180.000000    9.500000  -150.53643716
  14  19  26    3.200000  180.000000   11.000000  -150.53640006
  14  19  27    3.200000  180.000000   12.500000  -150.53638295
  14  19  28    3.200000  180.000000   14.000000  -150.53633322
  14  19  29    3.200000  180.000000   16.000000  -150.53642088
  14  19  30    3.200000  180.000000   20.000000  -150.53643038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  15   1   1    3.300000    0.000000    1.400000  -149.35791179
  15   1   2    3.300000    0.000000    1.650000  -150.12759525
  15   1   3    3.300000    0.000000    1.900000  -150.41297676
  15   1   4    3.300000    0.000000    2.100000  -150.37255429
  15   1   5    3.300000    0.000000    2.200000  -150.25621641
  15   1   6    3.300000    0.000000    2.250000  -150.16798949
  15   1   7    3.300000    0.000000    2.300000  -150.05568514
  15   1   8    3.300000    0.000000    2.400000  -100.00000000
  15   1   9    3.300000    0.000000    2.500000  -100.00000000
  15   1  10    3.300000    0.000000    2.550000  -100.00000000
  15   1  11    3.300000    0.000000    2.600000  -100.00000000
  15   1  12    3.300000    0.000000    2.700000  -100.00000000
  15   1  13    3.300000    0.000000    2.800000  -100.00000000
  15   1  14    3.300000    0.000000    3.000000  -100.00000000
  15   1  15    3.300000    0.000000    3.250000  -100.00000000
  15   1  16    3.300000    0.000000    3.500000  -100.00000000
  15   1  17    3.300000    0.000000    3.800000  -100.00000000
  15   1  18    3.300000    0.000000    4.200000  -100.00000000
  15   1  19    3.300000    0.000000    4.500000  -150.39913436
  15   1  20    3.300000    0.000000    4.800000  -150.60842333
  15   1  21    3.300000    0.000000    4.900000  -150.63388279
  15   1  22    3.300000    0.000000    5.000000  -150.64810228
  15   1  23    3.300000    0.000000    5.100000  -150.65406264
  15   1  24    3.300000    0.000000    5.150000  -150.65474889
  15   1  25    3.300000    0.000000    5.200000  -150.65423881
  15   1  26    3.300000    0.000000    5.300000  -150.65048348
  15   1  27    3.300000    0.000000    5.500000  -150.62713834
  15   1  28    3.300000    0.000000    5.800000  -150.60534880
  15   1  29    3.300000    0.000000    6.000000  -150.58454316
  15   1  30    3.300000    0.000000    6.500000  -150.53035316
  15   1  31    3.300000    0.000000    6.700000  -150.52772482
  15   1  32    3.300000    0.000000    7.300000  -150.53149671
  15   1  33    3.300000    0.000000    8.000000  -150.53132147
  15   1  34    3.300000    0.000000    8.800000  -150.53083999
  15   1  35    3.300000    0.000000    9.500000  -150.53047110
  15   1  36    3.300000    0.000000   11.000000  -150.53001961
  15   1  37    3.300000    0.000000   12.500000  -150.52984350
  15   1  38    3.300000    0.000000   14.000000  -150.52965921
  15   1  39    3.300000    0.000000   16.000000  -150.52970989
  15   1  40    3.300000    0.000000   20.000000  -150.52969320
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  15   2   1    3.300000   10.000000    1.400000  -149.39748697
  15   2   2    3.300000   10.000000    1.650000  -150.16593798
  15   2   3    3.300000   10.000000    1.900000  -150.46613276
  15   2   4    3.300000   10.000000    2.100000  -150.48417658
  15   2   5    3.300000   10.000000    2.200000  -150.42676056
  15   2   6    3.300000   10.000000    2.250000  -150.38063890
  15   2   7    3.300000   10.000000    2.300000  -150.32194654
  15   2   8    3.300000   10.000000    2.400000  -150.16319682
  15   2   9    3.300000   10.000000    2.500000  -149.94197025
  15   2  10    3.300000   10.000000    2.550000  -149.80499261
  15   2  11    3.300000   10.000000    2.600000  -100.00000000
  15   2  12    3.300000   10.000000    2.700000  -100.00000000
  15   2  13    3.300000   10.000000    2.800000  -100.00000000
  15   2  14    3.300000   10.000000    3.000000  -100.00000000
  15   2  15    3.300000   10.000000    3.250000  -100.00000000
  15   2  16    3.300000   10.000000    3.500000  -100.00000000
  15   2  17    3.300000   10.000000    3.800000  -100.00000000
  15   2  18    3.300000   10.000000    4.070000  -150.03974225
  15   2  19    3.300000   10.000000    4.200000  -150.27150152
  15   2  20    3.300000   10.000000    4.300000  -150.39679814
  15   2  21    3.300000   10.000000    4.530000  -150.56683653
  15   2  22    3.300000   10.000000    4.800000  -150.64191374
  15   2  23    3.300000   10.000000    4.960000  -150.65335144
  15   2  24    3.300000   10.000000    5.010000  -150.65393019
  15   2  25    3.300000   10.000000    5.060000  -150.65343984
  15   2  26    3.300000   10.000000    5.170000  -150.64938016
  15   2  27    3.300000   10.000000    5.370000  -150.63501792
  15   2  28    3.300000   10.000000    5.500000  -150.62296777
  15   2  29    3.300000   10.000000    5.680000  -150.60505882
  15   2  30    3.300000   10.000000    5.890000  -150.58384032
  15   2  31    3.300000   10.000000    6.400000  -150.53448857
  15   2  32    3.300000   10.000000    6.500000  -150.53043670
  15   2  33    3.300000   10.000000    6.600000  -150.52837636
  15   2  34    3.300000   10.000000    6.700000  -150.53088760
  15   2  35    3.300000   10.000000    7.300000  -150.53171763
  15   2  36    3.300000   10.000000    8.000000  -150.52915430
  15   2  37    3.300000   10.000000    8.800000  -150.52957314
  15   2  38    3.300000   10.000000    9.500000  -150.52964807
  15   2  39    3.300000   10.000000   11.000000  -150.52966302
  15   2  40    3.300000   10.000000   12.500000  -150.52966045
  15   2  41    3.300000   10.000000   14.000000  -150.52966315
  15   2  42    3.300000   10.000000   16.000000  -150.52966841
  15   2  43    3.300000   10.000000   20.000000  -150.52969320
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  15   3   1    3.300000   20.000000    1.400000  -149.46561779
  15   3   2    3.300000   20.000000    1.650000  -150.23202623
  15   3   3    3.300000   20.000000    1.900000  -150.55195567
  15   3   4    3.300000   20.000000    2.100000  -150.64238540
  15   3   5    3.300000   20.000000    2.200000  -150.65211486
  15   3   6    3.300000   20.000000    2.250000  -150.64999624
  15   3   7    3.300000   20.000000    2.300000  -150.64387457
  15   3   8    3.300000   20.000000    2.400000  -150.62135924
  15   3   9    3.300000   20.000000    2.500000  -150.58800323
  15   3  10    3.300000   20.000000    2.550000  -150.56837029
  15   3  11    3.300000   20.000000    2.600000  -150.54740126
  15   3  12    3.300000   20.000000    2.700000  -150.50350456
  15   3  13    3.300000   20.000000    2.800000  -150.46060272
  15   3  14    3.300000   20.000000    3.000000  -150.39475852
  15   3  15    3.300000   20.000000    3.250000  -150.37954374
  15   3  16    3.300000   20.000000    3.500000  -150.43685310
  15   3  17    3.300000   20.000000    3.800000  -150.54014070
  15   3  18    3.300000   20.000000    3.930000  -150.57904891
  15   3  19    3.300000   20.000000    4.200000  -150.63352358
  15   3  20    3.300000   20.000000    4.370000  -150.64953874
  15   3  21    3.300000   20.000000    4.500000  -150.65396076
  15   3  22    3.300000   20.000000    4.570000  -150.65406258
  15   3  23    3.300000   20.000000    4.630000  -150.65308487
  15   3  24    3.300000   20.000000    4.800000  -150.64605326
  15   3  25    3.300000   20.000000    4.990000  -150.63298067
  15   3  26    3.300000   20.000000    5.330000  -150.60303062
  15   3  27    3.300000   20.000000    5.500000  -150.58718908
  15   3  28    3.300000   20.000000    6.100000  -150.53425324
  15   3  29    3.300000   20.000000    6.200000  -150.53054225
  15   3  30    3.300000   20.000000    6.310000  -150.52914030
  15   3  31    3.300000   20.000000    6.500000  -150.53086035
  15   3  32    3.300000   20.000000    6.730000  -150.53080010
  15   3  33    3.300000   20.000000    7.150000  -150.53114913
  15   3  34    3.300000   20.000000    7.300000  -150.53142346
  15   3  35    3.300000   20.000000    8.000000  -150.53114487
  15   3  36    3.300000   20.000000    8.800000  -150.52972354
  15   3  37    3.300000   20.000000    9.500000  -150.52970876
  15   3  38    3.300000   20.000000   11.000000  -150.52968810
  15   3  39    3.300000   20.000000   12.500000  -150.52967307
  15   3  40    3.300000   20.000000   14.000000  -150.52967022
  15   3  41    3.300000   20.000000   16.000000  -150.52967074
  15   3  42    3.300000   20.000000   20.000000  -150.52969320
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  15   4   1    3.300000   30.000000    1.400000  -149.51623198
  15   4   2    3.300000   30.000000    1.650000  -150.27447160
  15   4   3    3.300000   30.000000    1.900000  -150.59187965
  15   4   4    3.300000   30.000000    2.100000  -150.70154227
  15   4   5    3.300000   30.000000    2.200000  -150.72941427
  15   4   6    3.300000   30.000000    2.250000  -150.73867964
  15   4   7    3.300000   30.000000    2.300000  -150.74542490
  15   4   8    3.300000   30.000000    2.400000  -150.75281330
  15   4   9    3.300000   30.000000    2.500000  -150.75406792
  15   4  10    3.300000   30.000000    2.550000  -150.75301556
  15   4  11    3.300000   30.000000    2.600000  -150.75111702
  15   4  12    3.300000   30.000000    2.700000  -150.74546097
  15   4  13    3.300000   30.000000    2.800000  -150.73825422
  15   4  14    3.300000   30.000000    3.000000  -150.72236057
  15   4  15    3.300000   30.000000    3.250000  -150.70395292
  15   4  16    3.300000   30.000000    3.500000  -150.68834051
  15   4  17    3.300000   30.000000    3.690000  -150.67733140
  15   4  18    3.300000   30.000000    3.800000  -150.67087329
  15   4  19    3.300000   30.000000    3.990000  -150.65907588
  15   4  20    3.300000   30.000000    4.200000  -150.64468162
  15   4  21    3.300000   30.000000    4.310000  -150.63654788
  15   4  22    3.300000   30.000000    4.800000  -150.59702473
  15   4  23    3.300000   30.000000    5.000000  -150.58057675
  15   4  24    3.300000   30.000000    5.360000  -150.54685525
  15   4  25    3.300000   30.000000    5.500000  -150.53878871
  15   4  26    3.300000   30.000000    5.720000  -150.53046850
  15   4  27    3.300000   30.000000    5.830000  -150.52924355
  15   4  28    3.300000   30.000000    5.940000  -150.52933847
  15   4  29    3.300000   30.000000    6.060000  -150.52955197
  15   4  30    3.300000   30.000000    6.280000  -150.53004294
  15   4  31    3.300000   30.000000    6.500000  -150.53043694
  15   4  32    3.300000   30.000000    6.720000  -150.53072281
  15   4  33    3.300000   30.000000    7.300000  -150.53092905
  15   4  34    3.300000   30.000000    8.000000  -150.52983587
  15   4  35    3.300000   30.000000    8.800000  -150.52981266
  15   4  36    3.300000   30.000000    9.500000  -150.52975920
  15   4  37    3.300000   30.000000   11.000000  -150.52970974
  15   4  38    3.300000   30.000000   12.500000  -150.52968437
  15   4  39    3.300000   30.000000   14.000000  -150.52967828
  15   4  40    3.300000   30.000000   16.000000  -150.52968118
  15   4  41    3.300000   30.000000   20.000000  -150.52969320
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  15   5   1    3.300000   40.000000    1.400000  -149.54068145
  15   5   2    3.300000   40.000000    1.650000  -150.28346927
  15   5   3    3.300000   40.000000    1.900000  -150.58580241
